# Era-1986dw blocks-to-Ortsteile crosswalk.
# Built by scripts/build_era_crosswalks.py using DECISION D2
# (direct block_id match + Bezirk-anchored fallback).
# direct_matches=6190, fallbacks=70, unresolved=0, total_in_era=6260
block_id,aggregate_id,aggregate_name
block_011058,z96_081,z96_081
block_011059,z96_081,z96_081
block_011060,z96_081,z96_081
block_011061,z96_081,z96_081
block_011062,z96_081,z96_081
block_011063,z96_081,z96_081
block_011606,z96_081,z96_081
block_011607,z96_081,z96_081
block_011608,z96_081,z96_081
block_011610,z96_081,z96_081
block_011611,z96_081,z96_081
block_011612,z96_081,z96_081
block_011613,z96_081,z96_081
block_011615,z96_081,z96_081
block_011616,z96_081,z96_081
block_011617,z96_081,z96_081
block_011618,z96_081,z96_081
block_011629,z96_081,z96_081
block_011630,z96_081,z96_081
block_011631,z96_081,z96_081
block_011632,z96_081,z96_081
block_011633,z96_081,z96_081
block_011649,z96_081,z96_081
block_011652,z96_081,z96_081
block_012001,z96_014,z96_014
block_012002,z96_014,z96_014
block_012003,z96_014,z96_014
block_012004,z96_014,z96_014
block_012005,z96_014,z96_014
block_012006,z96_014,z96_014
block_012007,z96_014,z96_014
block_012009,z96_014,z96_014
block_012010,z96_014,z96_014
block_012011,z96_014,z96_014
block_012012,z96_014,z96_014
block_012014,z96_014,z96_014
block_012015,z96_014,z96_014
block_012018,z96_014,z96_014
block_012019,z96_014,z96_014
block_012021,z96_014,z96_014
block_012024,z96_014,z96_014
block_012025,z96_014,z96_014
block_012028,z96_014,z96_014
block_012031,z96_014,z96_014
block_012033,z96_014,z96_014
block_012036,z96_014,z96_014
block_012041,z96_014,z96_014
block_012050,z96_014,z96_014
block_012601,z96_014,z96_014
block_012602,z96_014,z96_014
block_012603,z96_014,z96_014
block_012606,z96_014,z96_014
block_012608,z96_014,z96_014
block_012609,z96_014,z96_014
block_012615,z96_014,z96_014
block_012616,z96_014,z96_014
block_012622,z96_014,z96_014
block_012626,z96_014,z96_014
block_012627,z96_014,z96_014
block_012633,z96_014,z96_014
block_013038,z96_014,z96_014
block_013039,z96_014,z96_014
block_013051,z96_014,z96_014
block_013052,z96_014,z96_014
block_013056,z96_014,z96_014
block_013057,z96_014,z96_014
block_013060,z96_014,z96_014
block_013061,z96_014,z96_014
block_013062,z96_014,z96_014
block_013063,z96_014,z96_014
block_013064,z96_014,z96_014
block_013065,z96_014,z96_014
block_013067,z96_014,z96_014
block_013068,z96_014,z96_014
block_013069,z96_014,z96_014
block_013070,z96_014,z96_014
block_013085,z96_014,z96_014
block_013086,z96_014,z96_014
block_013087,z96_014,z96_014
block_013089,z96_014,z96_014
block_013604,z96_014,z96_014
block_013605,z96_014,z96_014
block_013607,z96_014,z96_014
block_013611,z96_014,z96_014
block_013620,z96_014,z96_014
block_013624,z96_014,z96_014
block_013625,z96_014,z96_014
block_014058,z96_014,z96_014
block_014073,z96_014,z96_014
block_014074,z96_014,z96_014
block_014076,z96_014,z96_014
block_014077,z96_014,z96_014
block_014078,z96_014,z96_014
block_014079,z96_014,z96_014
block_014082,z96_014,z96_014
block_014090,z96_014,z96_014
block_014091,z96_014,z96_014
block_014092,z96_014,z96_014
block_014093,z96_014,z96_014
block_014094,z96_014,z96_014
block_014095,z96_014,z96_014
block_014096,z96_014,z96_014
block_014097,z96_014,z96_014
block_014098,z96_014,z96_014
block_014099,z96_014,z96_014
block_014100,z96_014,z96_014
block_014101,z96_014,z96_014
block_014103,z96_014,z96_014
block_014104,z96_014,z96_014
block_014110,z96_014,z96_014
block_014111,z96_014,z96_014
block_014112,z96_014,z96_014
block_014113,z96_014,z96_014
block_014114,z96_014,z96_014
block_014115,z96_014,z96_014
block_014117,z96_014,z96_014
block_014118,z96_014,z96_014
block_014119,z96_014,z96_014
block_014126,z96_014,z96_014
block_014127,z96_014,z96_014
block_014128,z96_014,z96_014
block_014621,z96_014,z96_014
block_014631,z96_014,z96_014
block_015084,z96_014,z96_014
block_015088,z96_014,z96_014
block_015105,z96_014,z96_014
block_015106,z96_014,z96_014
block_015107,z96_014,z96_014
block_015108,z96_014,z96_014
block_015109,z96_014,z96_014
block_015120,z96_014,z96_014
block_015121,z96_014,z96_014
block_015122,z96_014,z96_014
block_015123,z96_014,z96_014
block_015124,z96_014,z96_014
block_015125,z96_014,z96_014
block_015129,z96_014,z96_014
block_015130,z96_014,z96_014
block_015131,z96_014,z96_014
block_015132,z96_014,z96_014
block_015133,z96_014,z96_014
block_015134,z96_014,z96_014
block_015135,z96_014,z96_014
block_015138,z96_014,z96_014
block_015139,z96_014,z96_014
block_015140,z96_014,z96_014
block_015141,z96_014,z96_014
block_015142,z96_014,z96_014
block_015143,z96_014,z96_014
block_015144,z96_014,z96_014
block_015145,z96_014,z96_014
